-0.133630621,SWA,DIV,OWS,SWM,WPO,ARC,ATH,BDM,BSB,SBL,BK3,BKB,PEL,BOX,BKG,CSP,CSL,CKT,CQT,BMF,BMX,MTB,CRD,CTR,EDR,EVE,EJP,EVL,EDV,FEN,HOC,FBL,GLF,GAR,GRY,GTR,HBL,JUD,KTE,LAX,MPN,POL,ROW,RU7,RUG,SAL,SHO,SKB,CLB,SRF,TTE,TKW,TEN,TRI,TOW,VBV,VVO,WLF,WRF,WRG
ISV,0.257826235,-0.050996617,-0.08304548,0.180652558,-0.078007645,0.106698103,0.129401645,0.292003263,0.371390676,-0.08304548,-0.049629167,0.190252957,-0.034482759,0.138336002,-0.034482759,0.17864905,-0.129341637,-0.034482759,-0.034482759,-0.049629167,-0.08304548,-0.111978502,0.092847669,-0.009917336,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.015091697,0.198919965,-0.068572548,-0.08304548,0.116702861,0.077818719,-0.1024439,0.205517042,0.042852222,-0.034482759,-0.049629167,0.137931034,-0.08304548,0.205613825,-0.061898446,-0.072835704,0.058167975,0.097525022,-0.049629167,-0.046915106,-0.049629167,0.242212665,-0.1024439,0.111978502,-0.099929762,-0.08304548,-0.111978502,0.173702083,0.084643803,0.114071739,0.212239911
ITA,0.497896525,0.7106265,0.413292949,0.538880402,0.594039946,0.02459634,0.676836665,0.314145007,-0.063076982,0.452654183,0.421058765,0.307287212,-0.279480049,0.685419143,0.292555139,0.50710707,0.519335136,-0.279480049,-0.279480049,0.421058765,0.413292949,0.57851397,0.757412751,0.498727284,0.685018496,0.685263393,0.495240019,0.014709476,-0.279480049,0.776105034,0.665306485,0.516773352,0.019680617,0.546297446,0.58041838,0.51538239,0.42677461,0.528693646,0.292555139,-0.472809005,0.599002562,-0.279464756,0.545388168,0.407800022,-0.348673062,0.415445319,0.243096907,0.421058765,0.398032403,0.421058765,0.500124717,0.335033236,-0.267303369,0.545869066,-0.570737883,0.57851397,0.355194824,0.653804801,0.646999517,0.49698595
JAM,0.789326543,0.783278749,0.789857791,0.719464735,0.813975427,0.332078573,0.783244746,0.683510498,-0.274357393,0.559802124,0.300174618,0.440556229,-0.149656486,0.586363146,0.136919764,0.565698448,0.769506937,-0.149656486,-0.149656486,0.300174618,0.789857791,0.871164655,0.795922227,0.778412236,0.452890663,0.31610973,0.210920171,-0.149656486,-0.149656486,0.74278129,0.719566626,0.810505452,0.23772419,0.485225482,0.876676952,0.852733069,0.722931671,0.83888975,0.280207888,-0.215392474,0.49115985,-0.360420546,0.744698007,0.474409658,-0.31610973,0.582282783,0.521505012,0.300174618,0.251267533,0.300174618,0.806044046,0.751378108,0.246285557,0.803381206,-0.360420546,0.871164655,0.513275682,0.844012112,0.613577855,0.211205065
JOR,0.433674786,0.486078154,0.698430296,0.399435905,0.52484882,0.271245619,0.419520396,-0.030118425,-0.156173762,0.279372118,0.855653468,-0.233856117,-0.058001479,0.317816512,0.377009614,0.050082561,0.481735974,-0.058001479,-0.058001479,0.855653468,0.698430296,0.51796977,0.416463365,0.533804327,0.175524155,0.122512778,0.081745083,-0.058001479,-0.058001479,0.558467379,0.334591914,0.461367869,0.698430296,0.196299218,0.487879211,0.566177968,0.34568848,0.461810239,0.812020707,-0.083478387,0.232005916,-0.139686059,0.345851273,0.937042571,-0.122512778,0.281292958,0.27588759,0.855653468,0.710218981,0.855653468,0.524934811,0.012308217,-0.164808563,0.698608041,-0.139686059,0.51796977,0.135652379,0.369940318,0.383747117,-0.09874375
JPN,0.668261395,0.707761773,0.666146997,0.763526333,0.686696115,0.137834135,0.762207683,0.356276686,0.166454008,0.35120644,0.570912713,0.356888123,-0.215575576,0.694418614,0.319400577,0.517197319,0.67567701,-0.215575576,-0.215575576,0.570912713,0.666146997,0.631851178,0.715609966,0.666273452,0.589416109,0.455346366,0.303824034,-0.191798858,-0.215575576,0.804044608,0.644255623,0.587878759,0.305396904,0.633768052,0.671862423,0.681484767,0.618353568,0.701150188,0.473949244,-0.310266249,0.683976919,-0.387472322,0.640091644,0.637362355,-0.436513107,0.405009891,0.306325557,0.570912713,0.504646425,0.570912713,0.631004251,0.34343334,-0.226488406,0.725358685,-0.507722353,0.631851178,0.576901307,0.741095267,0.719695954,0.34603772
KAZ,0.699415595,0.733429491,0.758079902,0.633581543,0.78208403,0.367233827,0.684416736,0.646721278,-0.282519699,0.583138387,0.28460167,0.321995864,-0.104925182,0.472266267,0.177565693,0.398406768,0.781362786,-0.104925182,-0.104925182,0.28460167,0.758079902,0.937011838,0.753385864,0.78227477,0.31752473,0.221626686,0.147877569,-0.104925182,-0.104925182,0.702951751,0.605279693,0.834618504,0.369320978,0.355107,0.882577754,0.835819052,0.625353479,0.784684823,0.217921532,-0.151013131,0.30872217,-0.252693301,0.625647974,0.584356984,-0.221626686,0.559917746,0.537992862,0.28460167,0.25988677,0.28460167,0.791524757,0.767309294,0.296055234,0.785025079,-0.252693301,0.937011838,0.426902506,0.731746918,0.520651415,0.048620722
KEN,0.803561972,0.698306526,0.741878625,0.845043176,0.716078802,0.35530918,0.797041782,0.68344007,0.052248537,0.479008246,0.333390709,0.497734426,-0.1503858,0.610429435,0.249834474,0.502921239,0.833127523,-0.1503858,-0.1503858,0.333390709,0.741878625,0.766999822,0.764134847,0.752015764,0.455097713,0.317650213,0.211948038,-0.1503858,-0.1503858,0.740980236,0.694143596,0.725938661,0.233662559,0.508963141,0.832033479,0.742226517,0.699781438,0.817786617,0.213450813,-0.216442136,0.528775877,-0.362176966,0.68298611,0.470236829,-0.317650213,0.570144024,0.525887514,0.333390709,0.32340886,0.333390709,0.8368113,0.665018488,0.19029544,0.717421176,-0.362176966,0.766999822,0.613543635,0.780558697,0.637908415,0.263327894
KGZ,0.469020611,0.525695015,0.685629476,0.426486786,0.567625609,0.285717987,0.448601575,0.010793476,-0.168902403,0.337004319,0.847263083,-0.206838275,-0.062728778,0.294144601,0.805823527,-0.081246665,0.592103006,-0.062728778,-0.062728778,0.847263083,0.685629476,0.560185896,0.450406407,0.581474318,0.189829913,0.132497946,0.088407558,-0.062728778,-0.062728778,0.584977689,0.361862181,0.498970766,0.476454382,0.212298207,0.527642864,0.612323209,0.373863152,0.496311509,0.371547375,-0.090282132,0.25091511,-0.151070902,0.374039213,0.666947949,-0.132497946,0.334742862,0.307678055,0.847263083,0.899403838,0.847263083,0.557941595,0.059389208,-0.148860588,0.735882423,-0.151070902,0.560185896,0.00347239,0.340383672,0.359155112,-0.059398916
KOR,0.954297597,0.676594304,0.561465462,0.823256554,0.691155702,0.421774253,0.823326333,0.858012105,-0.120231975,0.568257383,0.311186097,0.491734135,-0.150410222,0.610995897,0.300820443,0.536748096,0.78077766,-0.150410222,-0.150410222,0.311186097,0.561465462,0.776541101,0.833186494,0.792169344,0.455171619,0.317701797,0.211982457,-0.150410222,-0.150410222,0.732341141,0.80400784,0.733745271,0.133574445,0.505278185,0.926702103,0.714161544,0.83603913,0.899673678,0.131608944,-0.216477285,0.499408939,-0.362235782,0.844549014,0.345930595,-0.317701797,0.643226643,0.608482674,0.311186097,0.332538102,0.311186097,0.934601956,0.738099919,0.315681216,0.687878285,-0.362235782,0.776541101,0.564870415,0.793644815,0.622738843,0.326542683
KOS,0.443519856,0.497112859,0.714285714,0.413014785,0.536763678,0.28366052,0.430839304,-0.066343112,-0.159719141,0.2,0.939108193,-0.276927898,-0.0593182,0.325031425,0.652500199,-0.05121951,0.540350051,-0.0593182,-0.0593182,0.939108193,0.714285714,0.529728463,0.42591771,0.556158535,0.179508818,0.125294003,0.083600819,-0.0593182,-0.0593182,0.586722123,0.342187653,0.471841614,0.714285714,0.200755506,0.498954803,0.57903106,0.353536129,0.474865501,0.652500199,-0.085373472,0.2372728,-0.142857143,0.353702618,0.958314847,-0.125294003,0.287678731,0.282150654,0.939108193,0.887751359,0.939108193,0.544864332,-0.025175263,-0.201384375,0.730583303,-0.142857143,0.529728463,0.042686736,0.33179214,0.392458754,-0.100985382
KSA,0.433674786,0.486078154,0.279372118,0.355326419,0.52484882,0.210062396,0.384414087,0.317401867,-0.156173762,0.488901207,0.229565565,0.135390384,-0.058001479,0.275251801,-0.058001479,0.269193764,0.404036623,-0.058001479,-0.058001479,0.229565565,0.279372118,0.51796977,0.416463365,0.533804327,0.175524155,0.122512778,0.081745083,-0.058001479,-0.058001479,0.406158094,0.334591914,0.461367869,0.06984303,0.196299218,0.487879211,0.566177968,0.34568848,0.436666306,0.377009614,-0.083478387,0.232005916,-0.139686059,0.345851273,0.156173762,-0.122512778,0.32715594,0.33181075,0.229565565,0.11836983,0.229565565,0.446586332,0.381554717,0.092035951,0.54102728,-0.139686059,0.51796977,0.292174355,0.474970692,0.167889364,0.04367512
KUW,0.462812255,0.518736468,0.447213595,0.387045382,0.560112034,0.235058264,0.419608112,0.27691572,-0.166666667,0.447213595,0.356348323,0.078811041,-0.061898446,0.308886754,-0.061898446,0.276145295,0.431182782,-0.061898446,-0.061898446,0.356348323,0.447213595,0.552770798,0.444444444,0.551867074,0.187317162,0.13074409,0.08723732,-0.061898446,-0.061898446,0.460537214,0.357072265,0.492365964,0.149071198,0.209488047,0.520658534,0.604217978,0.368914381,0.470476983,0.557086015,-0.089087081,0.247593784,-0.149071198,0.369088112,0.259259259,-0.13074409,0.332821889,0.334210746,0.356348323,0.196502115,0.356348323,0.490526712,0.341514509,0.063956952,0.605405515,-0.149071198,0.552770798,0.311804782,0.500655665,0.238892545,0.016212013
LAT,0.608622467,0.557632448,0.263635252,0.470426595,0.577831796,0.228747733,0.50860583,0.614662029,-0.294753172,0.715581398,0.06752237,0.371676868,-0.10946858,0.32439688,-0.10946858,0.493994573,0.594960462,-0.10946858,-0.10946858,0.06752237,0.263635252,0.596708141,0.575470479,0.625171668,0.331273967,0.231223412,0.154280862,-0.10946858,-0.10946858,0.472255035,0.513820322,0.507942504,-0.112986537,0.279951892,0.63204363,0.60397491,0.535926371,0.619629072,0.203298792,-0.157552198,0.281490634,-0.112986537,0.507686162,-0.009357244,-0.231223412,0.464945996,0.374939896,0.06752237,-0.007092199,0.06752237,0.628096752,0.736716649,0.228526522,0.532503125,-0.263635252,0.596708141,0.382626766,0.602236,0.344886542,0.161787786
LBN,-0.233517192,-0.085778498,-0.139686059,-0.041658959,-0.131212205,-0.187628548,-0.010531893,-0.203878572,0.03904344,-0.139686059,-0.083478387,0.135390384,-0.058001479,0.104992955,-0.058001479,0.190939763,-0.06215948,-0.058001479,-0.058001479,-0.083478387,-0.139686059,-0.188352644,-0.104115841,-0.19183593,0.175524155,0.122512778,0.081745083,-0.058001479,-0.058001479,-0.050769762,0.007273737,-0.115341967,-0.139686059,0.235042485,-0.226090366,-0.172315034,-0.059415207,-0.103928257,-0.058001479,-0.083478387,0.232005916,-0.139686059,-0.057641879,-0.104115841,-0.122512778,-0.131473882,-0.157516901,-0.083478387,-0.07891322,-0.083478387,-0.219375742,-0.172315034,-0.196914128,-0.168086145,-0.139686059,-0.188352644,-0.020869597,0.019839071,0.095936779,0.243061538
LCA,0.257826235,0.288980832,0.415227399,0.25058258,0.31203058,0.179446809,0.254629044,-0.121208902,-0.092847669,-0.08304548,0.694808334,-0.248792328,-0.034482759,0.188946735,1,-0.267973575,0.424979665,-0.034482759,-0.034482759,0.694808334,0.415227399,0.307940881,0.247593784,0.347106774,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.377292413,0.198919965,0.274290193,0.415227399,0.116702861,0.290051588,0.336601385,0.205517042,0.282027413,-0.034482759,-0.049629167,0.137931034,-0.08304548,0.205613825,0.557086015,-0.072835704,0.167232928,0.164019355,0.694808334,0.891387009,0.694808334,0.335371383,-0.1024439,-0.193417413,0.462175147,-0.08304548,0.307940881,-0.198516667,0.084643803,0.228143479,-0.058704656
LTU,0.772523694,0.78411017,0.715055486,0.632590753,0.83959709,0.365397703,0.688887712,0.686171335,-0.28552012,0.510753918,0.228925386,0.360034205,-0.106039511,0.456530454,0.318118532,0.358617753,0.814428996,-0.106039511,-0.106039511,0.228925386,0.715055486,0.860875554,0.72966253,0.811226996,0.320896912,0.22398041,0.149448061,-0.106039511,-0.106039511,0.659010176,0.611707897,0.773192141,0.204301567,0.358878315,0.848441122,0.900085512,0.63199487,0.790660982,-4.41E-18,-0.152616924,0.397648165,-0.255376959,0.632292493,0.380693494,-0.22398041,0.586933607,0.545279386,0.228925386,0.288541581,0.228925386,0.792585369,0.810076961,0.320871797,0.825864954,-0.255376959,0.860875554,0.38154231,0.746739448,0.473562762,0.062489554
LUX,-0.249206599,-0.244111279,-0.149071198,-0.355663324,-0.140028008,0.409175496,-0.279738741,-0.217576637,-0.166666667,-0.149071198,-0.089087081,-0.315244162,0.557086015,-0.296773548,-0.061898446,-0.280599252,-0.232175344,0.557086015,0.557086015,-0.089087081,-0.149071198,-0.201007563,-0.296296296,-0.267032455,-0.280975743,-0.196116135,0.261711961,0.557086015,0.557086015,-0.18963297,-0.263922979,-0.123091491,0.149071198,-0.396924721,-0.241280784,-0.183892428,-0.322800083,-0.29874394,-0.061898446,-0.089087081,-0.216644561,0.447213595,-0.314408392,-0.111111111,0.52297636,0.365451486,0.115382281,-0.089087081,-0.084215192,-0.089087081,-0.234115022,-0.183892428,0.063956952,-0.179379412,0.447213595,-0.201007563,-0.356348323,-0.246591596,-0.375402571,-0.308028243
MAR,0.826194057,0.527539688,0.185745384,0.671261411,0.53433706,0.336955425,0.665803075,0.807151701,-0.07787612,0.603672498,0.131817367,0.476679014,-0.125330681,0.488644673,0.163893967,0.488027574,0.614751107,-0.125330681,-0.125330681,0.131817367,0.185745384,0.590926762,0.683579273,0.6709999,0.342807043,0.264727903,0.176636304,-0.125330681,-0.125330681,0.561179436,0.68672194,0.565567374,-0.023218173,0.424167022,0.757534137,0.548283158,0.693102094,0.732499814,0.019281643,-0.18038166,0.429016561,-0.301836249,0.702610333,0.121140631,-0.264727903,0.554460689,0.53572316,0.131817367,0.157400457,0.131817367,0.763138151,0.671033119,0.310939187,0.50115124,-0.301836249,0.590926762,0.527269468,0.662621073,0.430550281,0.33583262
MAS,0.572724811,0.546989414,0.781115129,0.522163422,0.579260449,0.312120877,0.557939768,0.450029755,-0.22981928,0.205556613,0.368530717,0.181122966,-0.085352738,0.425928788,0.256058213,0.270231732,0.655545694,-0.085352738,-0.085352738,0.368530717,0.781115129,0.692931201,0.587315937,0.574415773,0.258294572,0.180285076,0.120292909,-0.085352738,-0.085352738,0.575273327,0.492372545,0.622353552,0.534447194,0.288866353,0.682922547,0.615818085,0.508701824,0.643814643,0.256058213,-0.122843572,0.256058213,-0.205556613,0.508941384,0.766064266,-0.180285076,0.422938551,0.395012947,0.368530717,0.348376947,0.368530717,0.661022362,0.543368898,0.176382487,0.618372708,-0.205556613,0.692931201,0.307108931,0.539237938,0.480001329,0.022354999
MDA,0.450527165,0.456360461,0.445896321,0.46332709,0.48328461,0.29546128,0.469806638,0.176355121,-0.191741247,0.445896321,0.66618505,-0.060445309,-0.071210911,0.327486774,0.783320026,-0.015372129,0.648684884,-0.071210911,-0.071210911,0.66618505,0.445896321,0.635933774,0.511309993,0.593933177,0.215498558,0.150414209,0.100361956,-0.071210911,-0.071210911,0.592156099,0.410792889,0.566441184,0.34299717,0.241004997,0.5989903,0.513785126,0.424416621,0.551549157,0.142421823,-0.102490008,0.178027279,-0.171498585,0.424616489,0.511309993,-0.150414209,0.379140241,0.366182773,0.66618505,0.775081246,0.66618505,0.596389155,0.241781236,-0.068323463,0.606201866,-0.171498585,0.635933774,0.051245004,0.338136367,0.318021422,0.060615975
MEX,0.525707615,0.593903081,0.468737495,0.640361718,0.574064904,-0.000346514,0.623916381,0.390096536,0.019901182,0.219535282,0.205660829,0.529084677,-0.189705242,0.57301653,0.179850424,0.533429472,0.384166868,-0.189705242,-0.189705242,0.205660829,0.468737495,0.494035572,0.577134269,0.489620617,0.555447099,0.400702131,0.267363368,-0.189705242,-0.189705242,0.594122865,0.593827807,0.480134561,0.041533702,0.500506587,0.519096903,0.565681443,0.497409126,0.487804116,0.105939291,-0.273032479,0.555565352,-0.350069775,0.559874294,0.278616544,-0.400702131,0.292734886,0.19921894,0.205660829,0.211173712,0.205660829,0.407344191,0.346100846,-0.054913045,0.534586874,-0.456870723,0.494035572,0.47692037,0.647091284,0.54198381,0.349739821
MGL,0.446737317,0.490036283,0.629999963,0.64952663,0.491634211,0.190754629,0.575359343,0.333083227,0.043345315,0.281076906,0.254859501,0.432135308,-0.124759856,0.482784149,-0.004024511,0.463918717,0.459336636,-0.124759856,-0.124759856,0.254859501,0.629999963,0.477022305,0.480410576,0.443307407,0.377548447,0.263522186,0.175831805,-0.124759856,-0.124759856,0.540738892,0.538008226,0.472186393,0.106615378,0.422235132,0.47970991,0.500457096,0.541185595,0.570266618,0.358181522,-0.179560103,0.468855587,-0.300461521,0.557272045,0.281744548,-0.263522186,0.344108962,0.271362628,0.254859501,0.158789531,0.254859501,0.495791996,0.397974414,0.119998139,0.49129906,-0.300461521,0.477022305,0.585018399,0.607468224,0.519222901,0.24612586
MKD,0.371075334,0.415914458,0.239045722,0.3229075,0.449088713,0.205916436,0.336434955,0.122907537,-0.133630621,0.597614305,0.464285714,-0.042126273,-0.049629167,0.235520158,-0.049629167,0.203553255,0.345715338,-0.049629167,-0.049629167,0.464285714,0.239045722,0.44320263,0.356348323,0.499571979,0.150187852,0.104828484,0.069945464,-0.049629167,-0.049629167,0.412692566,0.286294731,0.394771017,0.239045722,0.167964107,0.417455539,0.484452142,0.295789547,0.384392286,0.694808334,-0.071428571,0.198516667,-0.119522861,0.295928841,0.356348323,-0.104828484,0.279932114,0.283915019,0.464285714,0.270089482,0.464285714,0.415642718,0.168505093,-0.058605306,0.530349131,-0.119522861,0.44320263,0.25,0.391432053,0.164177276,0.012998528
MNE,0.257826235,0.288980832,0.415227399,0.198135064,0.31203058,0.106698103,0.233757811,0.292003263,-0.092847669,-0.08304548,-0.049629167,0.190252957,-0.034482759,0.188946735,-0.034482759,0.17864905,0.240205898,-0.034482759,-0.034482759,-0.049629167,0.415227399,0.307940881,0.247593784,0.228098737,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.196192055,0.198919965,0.274290193,-0.08304548,0.116702861,0.290051588,0.336601385,0.205517042,0.252130514,-0.034482759,-0.049629167,0.137931034,-0.08304548,0.205613825,-0.061898446,-0.072835704,0.167232928,0.164019355,-0.049629167,-0.046915106,-0.049629167,0.242212665,0.336601385,0.188327481,0.274806844,-0.08304548,0.307940881,0.173702083,0.292784302,0.171107609,0.009031486
MOZ,0.228354052,0.171258894,-0.119522861,0.285165065,0.168408267,0.1535648,0.276357285,0.42026448,-0.133630621,0.597614305,-0.071428571,0.273820776,-0.049629167,0.199099515,-0.049629167,0.257119901,0.345715338,-0.049629167,-0.049629167,-0.071428571,-0.119522861,0.44320263,0.356348323,0.328290158,0.150187852,0.104828484,0.069945464,-0.049629167,-0.049629167,0.282368598,0.286294731,0.394771017,-0.119522861,0.167964107,0.417455539,0.168505093,0.295789547,0.362877792,-0.049629167,-0.071428571,0.012407292,-0.119522861,0.295928841,-0.089087081,-0.104828484,0.279932114,0.283915019,-0.071428571,-0.06752237,-0.071428571,0.34860357,0.484452142,0.161164593,0.125845556,-0.119522861,0.44320263,0.25,0.271605914,0.082088638,0.207976448
MRI,0.257826235,0.288980832,0.415227399,0.198135064,0.31203058,0.106698103,0.233757811,0.292003263,-0.092847669,0.415227399,-0.049629167,0.190252957,-0.034482759,0.08772527,-0.034482759,0.17864905,0.240205898,-0.034482759,-0.034482759,-0.049629167,0.415227399,0.307940881,0.247593784,0.228098737,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.196192055,0.198919965,0.274290193,-0.08304548,0.116702861,0.290051588,0.336601385,0.205517042,0.252130514,-0.034482759,-0.049629167,0.137931034,-0.08304548,0.205613825,-0.061898446,-0.072835704,0.221765404,0.164019355,-0.049629167,-0.046915106,-0.049629167,0.242212665,0.336601385,0.188327481,0.274806844,-0.08304548,0.307940881,0.173702083,0.292784302,0.171107609,0.009031486
NAM,0.307052208,0.029241933,0.028571429,0.346852222,7.82E-17,0.208573911,0.308768168,0.36014832,-0.159719141,0.371428571,0.170746944,0.176226844,-0.0593182,0.255381834,-0.0593182,0.281707307,0.413208862,-0.0593182,-0.0593182,0.170746944,0.028571429,0.240785665,0.319438282,0.228605042,0.179508818,0.125294003,0.083600819,-0.0593182,-0.0593182,0.275188252,0.342187653,0.235920807,0.028571429,0.200755506,0.352919251,-0.025175263,0.353536129,0.444007815,0.296590999,-0.085373472,0.0593182,-0.142857143,0.353702618,0.106479427,-0.125294003,0.287678731,0.236396494,0.170746944,0.080704669,0.170746944,0.448711803,0.427979479,0.087558424,0.021487744,-0.142857143,0.240785665,0.298807152,0.202894474,0.235475252,0.27188372
NED,0.710502407,0.766186659,0.624908686,0.620948528,0.751299612,0.318426727,0.678728525,0.400975389,-0.288001024,0.558124552,0.658534042,0.123576151,-0.136672255,0.539572568,0.437747367,0.27479227,0.729165846,-0.136672255,-0.136672255,0.658534042,0.624908686,0.77026372,0.776891651,0.746839025,0.508505465,0.424658315,0.337784106,-0.017826816,-0.136672255,0.801879411,0.644346956,0.732643159,0.329150377,0.288785813,0.783885957,0.745660177,0.593216433,0.719964721,0.477362513,-0.310736842,0.363468968,-0.138338564,0.623351027,0.63170595,-0.205007462,0.542749595,0.422825842,0.658534042,0.613537928,0.658534042,0.76736488,0.443024705,-0.032746076,0.802187581,-0.367312739,0.77026372,0.2608479,0.650326622,0.55805497,0.173274609
NGR,0.558853745,0.341596833,0.195783453,0.559357191,0.332783246,0.258079226,0.546876989,0.680988603,-0.177198735,0.755164746,0.016714713,0.4534588,-0.104521698,0.379541942,-0.104521698,0.499725307,0.603634416,-0.104521698,-0.104521698,0.016714713,0.195783453,0.556273817,0.576764509,0.490991896,0.316303705,0.220774432,0.147308914,-0.104521698,-0.104521698,0.47269712,0.544695879,0.523479755,-0.083907194,0.353741455,0.640922642,0.3302363,0.558058224,0.670262463,0.127748742,-0.150432418,0.243883962,-0.251721582,0.551428176,0.02084691,-0.220774432,0.476294435,0.415049711,0.016714713,-0.036868157,0.016714713,0.587760648,0.724548301,0.27085135,0.286072243,-0.251721582,0.556273817,0.526513464,0.532293302,0.377781572,0.331548933
NIG,0.085632769,0.171258894,0.239045722,0.24742263,0.168408267,0.048861527,0.201260196,0.122907537,0.200445931,-0.119522861,-0.071428571,0.273820776,-0.049629167,0.199099515,-0.049629167,0.230336578,0.345715338,-0.049629167,-0.049629167,-0.071428571,0.239045722,0.141019019,0.133630621,0.114187881,0.150187852,0.104828484,0.069945464,-0.049629167,-0.049629167,0.152044629,0.099580776,0.148039131,0.239045722,0.167964107,0.112000267,0.168505093,0.157138197,0.190761843,-0.049629167,-0.071428571,0.198516667,-0.119522861,0.065761965,0.356348323,-0.104828484,0.083718016,0.068586213,-0.071428571,-0.06752237,-0.071428571,0.080446978,0.168505093,-0.003662832,0.125845556,-0.119522861,0.141019019,0.25,0.241649379,0.246265914,0.110487488
NOR,0.096881461,0.256169612,0.071588829,-0.056933692,0.18430384,0.589498072,0.049444445,0.05593768,-0.299404191,0.18294923,0.109333077,-0.292968616,-0.023119945,-0.044598187,0.075965533,-0.262851278,0.131556004,-0.023119945,-0.023119945,0.109333077,0.071588829,0.139432739,0.141302968,0.076942592,-0.113277652,0.136039706,0.12568258,0.835620863,-0.023119945,0.007227612,0.033964181,0.238639474,-0.023862943,-0.404176809,0.126712584,0.127560498,-0.022145583,0.039231369,0.075965533,-0.033275284,-0.113948299,0.501121804,-0.06783569,0.057311693,0.544158825,0.510835213,0.6354141,0.109333077,0.103353999,0.109333077,0.144552387,0.099525224,0.406597566,0.136394377,0.437487289,0.139432739,-0.228173378,-0.017676803,-0.120187002,-0.117215553
NZL,0.83341828,0.663055833,0.793238365,0.761710392,0.664377391,0.344789212,0.766822312,0.497909457,-0.005491439,0.262775558,0.650168462,0.234137252,-0.160098346,0.643770264,0.451742466,0.385883825,0.689033901,-0.160098346,-0.160098346,0.650168462,0.793238365,0.659808907,0.737683351,0.693017109,0.445915802,0.338165396,0.225636532,-0.129506305,-0.160098346,0.763612911,0.701043172,0.634716539,0.469066649,0.509138795,0.781807221,0.679906883,0.703483685,0.775402921,0.451742466,-0.230420877,0.556265271,-0.34136264,0.724927734,0.774292947,-0.3058566,0.500674403,0.46655898,0.650168462,0.614612821,0.650168462,0.804987065,0.368300928,0.029953684,0.743959887,-0.370832796,0.659808907,0.476252067,0.694593183,0.674672874,0.240240128
PAK,0.01953565,-0.072558171,-0.136335471,0.250655118,-0.15367785,-0.211791495,0.193250255,-0.057887484,0.731652913,-0.299938036,0.065180822,0.25467528,-0.124542491,0.333457676,0.215118847,0.168640321,-0.042467942,-0.124542491,-0.124542491,0.065180822,-0.136335471,-0.266560331,0.030485538,-0.1335063,0.205576721,0.26306306,0.175525459,-0.124542491,-0.124542491,0.143700712,0.122107363,-0.135090372,-0.136335471,0.436625065,-0.137045967,-0.225844116,0.046392033,-0.012106803,-0.124542491,-0.179247261,0.498169962,-0.299938036,0.112518497,-0.020323692,-0.26306306,-0.076395327,-0.128085187,0.065180822,0.138636654,0.065180822,-0.073410402,-0.225844116,-0.397751466,-0.176358412,-0.299938036,-0.266560331,0.38293733,0.073352356,0.26217964,0.455187609
PAN,0.100078797,0.200149828,0.279372118,0.046560013,0.196818308,-0.034670493,0.156223076,-0.030118425,-0.156173762,0.06984303,0.229565565,-0.049232867,-0.058001479,0.062428244,0.377009614,0.01878096,0.170938571,-0.058001479,-0.058001479,0.229565565,0.279372118,0.164808563,0.156173762,0.133451082,0.175524155,0.122512778,0.081745083,-0.058001479,-0.058001479,0.177694166,0.116379796,0.173012951,0.06984303,0.002582884,0.130894423,0.196931467,0.02160553,0.084651242,-0.058001479,-0.083478387,0.01450037,-0.139686059,0.076855839,0.156173762,-0.122512778,0.074909538,-0.031689791,0.229565565,0.315652881,0.229565565,0.133192415,0.012308217,-0.164808563,0.225865758,-0.139686059,0.164808563,-0.177391573,0.08985932,0.167889364,0.04367512
PAR,0.257826235,0.288980832,-0.08304548,0.198135064,0.31203058,0.106698103,0.212886578,0.292003263,-0.092847669,0.415227399,-0.049629167,0.190252957,-0.034482759,0.08772527,-0.034482759,0.17864905,0.240205898,-0.034482759,-0.034482759,-0.049629167,-0.08304548,0.307940881,0.247593784,0.347106774,0.104351771,0.072835704,0.048598691,-0.034482759,-0.034482759,0.196192055,0.198919965,0.274290193,-0.08304548,0.116702861,0.290051588,0.336601385,0.205517042,0.252130514,-0.034482759,-0.049629167,0.137931034,-0.08304548,0.205613825,-0.061898446,-0.072835704,0.221765404,0.230513688,-0.049629167,-0.046915106,-0.049629167,0.242212665,0.336601385,0.188327481,0.274806844,-0.08304548,0.307940881,0.173702083,0.292784302,0.171107609,0.009031486
PER,0.429873091,0.040938706,0.04,0.283496556,4.17E-17,0.081760973,0.281481678,0.265372446,-3.72E-17,-0.2,0.239045722,0.140981475,-0.08304548,0.26002514,0.415227399,0.161341457,0.133498248,-0.08304548,-0.08304548,0.239045722,0.04,-0.067419986,0.223606798,0.090759614,0.251312345,0.175411604,0.117041147,-0.08304548,-0.08304548,0.167189844,0.354089833,0,0.04,0.170113876,0.187412292,-0.035245369,0.309344112,0.232804097,-0.08304548,-0.119522861,0.2076137,-0.2,0.341126525,0.149071198,-0.175411604,0.140087034,0.090745751,0.239045722,0.33895961,0.239045722,0.269227082,-0.035245369,-0.024516359,0.030082842,-0.2,-0.067419986,0.05976143,0.12364628,0.274721128,0.315385115
